numbers,comments
1098,手机很好，就是配送时效晚了一天，有点不开心，把用的xs卖了，买的这个，内存空间完全够用，蓝色很好看，而且很轻，目前手感很不错，体验感不错
1099,外形外观：外形大小非常非常喜欢&hellip;&hellip;&hellip;.屏幕音效：屏幕分辨率非常灵敏&hellip;&hellip;拍照效果：拍照效果非常真实&hellip;&hellip;运行速度：反应很灵敏！&hellip;&hellip;..
1100,使用iPhone真是太棒了！系统流畅，操作简单，各种应用和功能也非常实用，特别是手机拍照效果非常出色，让我不用再带着相机出门了。同时，iPhone的外观设计也很漂亮，手感非常舒适，整体质感也很高。总之，iPhone是一款非常好用的智能手机，我非常喜欢它！
1101,发货速度非常迅速，拍照效果：清晰明了屏幕音效：正品外形外观：完美无缺运行速度：心机没啥问题啊待机时间：跟官方描述一样其他特色：运行系统很快，孩子非常喜欢
1102,外形外观：外形外观：苹果 经典设计，除了摄像头，都大致相同。屏幕音效：高清色彩还原度高。拍照效果：拍照真实，强大的软件可后期。运行速度：速度快，吃鸡王者都OK。其他特色：京东速度球，隔天到，包装严谨。
1103,苹果14手机收到了，包装完好无损，发货速度很快。手机使用效果很棒，拍照清晰度高，系统运营流畅，玩游戏不卡顿，不发烫。另外充电速度很快，电池可以玩一天，整体还是很满意的!!
1104,物流速度快，质量不错，大品牌是有档次，手机收到使用非常流畅，不带卡的，功能也挺强大，希望以后也不会出现卡顿，用好还会回购。
1105,系统流畅，响应速度快，用起来一如既往的好用。京东直营购买 放心。买了快一个月了没有出现使用问题。充电稳定，充电很快，待机时间长。
1106,快递包裹的很安全，没有损坏外形外观：纸盒没有压坏，包装还是毕竟好的屏幕音效：还没有试过，送人的拍照效果：挺清晰的据说运行速度：新机速度毕竟快的
1107,一直都在线上购物，很喜欢这一款的外观，精致美观，节能省电，安装方便，遥控精准快捷，有机会我还会再来的，犹豫不决的朋友会很快下单，反正一样的东西，当然价格低一些比较好呀，非常满意。好评推荐，颜值超高，很喜欢，店家值得信赖，这个质量是真好，很喜欢，格局设计很好，总体很满意，好评，客服也很负责很耐心的给了回答问题，颜值高，外观大气上档次
1108,外形外观：这个黑色真的很好看，握起来很有质感，而且屏幕特别亮拍照效果也比之前用得好很多运行，速度也很快，而且是双卡双待的5G手机特别喜欢京东下单，隔天就到了，不用等太久，而且活动力度是最大的
1109,不错，喜欢，性价比高，以后会经常光顾宝贝收到了，和描述一样，很喜欢不错。是理想中的产品，质量不错，物流也很快，值得点赞超出预期，质量很好，做工精细，满意物美价廉，一直在用这个牌子，拍出来的照片也非常清晰
1110,运行速度：运行畅快拍照效果：拍照清晰苹果14大小非常合适，128内存杠杠的，绝对够用，苹果处理器加上iOS系统，这手机买来至少可以5年不用换手机了?。快递非常给力包装完好手机外观品相好。整体购物体验非常满意
1111,全新未激活，机器外观无瑕疵，屏幕也完好，用了快2个月了，目前无问题，电池续航能力提升很多，比前几代强了很多。
1112,趁着有优惠拍的，京东自营的物流速度就是快，紫色看着挺不错，感觉还不错，这款种了很久，入手后满是惊喜，非常有外光感，感觉还可以，物流也非常快，包装非常用心，
1113,包装精美，配送速度嘎嘎快，第二天就送货上门，拆开手机肥肠完美，无划痕，未激活，也不是后封机，运行速度流畅，拍照片很好，第一次使用苹果手机，瞬间变成果粉，果然很好用啊。
1114,紫色外观真的很好看，淡淡的紫色很漂亮，又轻又薄，之前买的都是白色的，这次换个颜色，手机屏幕很灵活，运行速度也挺快，拍照也清楚，待机时间也长
1115,手机相当好，功能十分全，做工一流，感觉非常完美，是一次非常满意的购物。包装完美，客服态度好。能够详细解答顾客的疑问，是一次比较好的购物体验，手机电量足啊，待机时间比较长，反应速度很快，颜色非常哇塞，！值得购买，推荐大家购买！
1116,还得是苹果  超好用  很喜欢苹果  苹果的忠实粉丝   而且蓝色挺好看的  很喜欢这的颜色性能也好  相机拍的真不错
1117,发货速度很快，第二天就收到了。手机价格优惠，很惊艳，颜色也比较合适。拍照清晰更加真实，玩游戏加载的不错，电池目前挺好，后续观察。
1118,还好吧，刚刚用不习惯，运行速度：运行速度很快，拍照效果：拍照效果简直绝绝子，毛孔都清楚可见。。。。。
1119,一直用iPhone，这款比较小巧，刚开始用电池电量一天没问题。照相机像素挺高，拍照很好看，使用流畅，手机速度快，功能齐全。京东送货及时，小哥态度好，非常好的体验。
1120,自营店购入的安全下车，看某书上挺多翻车还特地录了开箱，没想到一点事没有，外观成色都很好，给我老公买的，他之前一直用着x换了手机用了一天之后跟我说手机非常好用，我也挺开心的
1121,续航能力早上到晚上下班还有 37%的电。整体感觉还不错。特别是带口罩识别人脸感觉很方便，就是可能存在偶尔解不开的情况。但是已己经很好了。拍照也非常清晰，用了快一个星期了，棒棒哒。
1122,考虑了很久很久，还是决定了买苹果的手机，手机收到了，很好，是正品，用起来很方便，物流很快，外观很漂亮，用起来很顺手，运行速度很快
1123,电用得非常少了，性价比非常的突出，挺时尚，颜值挺高，节能环保，不错滴一次购物，发货快，下单后就发货，已经到货啦！！！颜值非常高，质量非常好，跟图片上的一样，虽然错过618，但是活动依然给力，外观大方优雅，赶上活动物美价廉，能够一家四口的用量，感谢京东赠送优惠券，非常漂亮，这次购买很满意，希望更多的朋友信赖.
1124,物流非常的快，商家把手机包装的很严实，看上去很新很新的，非常满意，真的好高兴，为商家点赞，这是一次非常愉快的购物
1125,续航很好拍照清晰运行畅快包装效果很好没有损坏，界面很清晰，机器手感也很好，款式新颖安全，质感没的说。安全下车，非常的不错值得购买
1126,夫人一直使用苹果，使用习惯，难以改变，五千多大洋，还是不错的，特别有新旧手机数据转换功能，感觉特别方便！
1127,给儿子买的，儿子非常喜欢，说是特好用，运行流畅无卡顿，色彩真实艳丽，拍照非常清晰，夜间效果也相当不错。
1128,外形外观：苹果手机机型是太爱了 轻巧便携 拿起来手感很舒服运行速度：运行速度用过苹果的都知道 只有内存不够用 苹果用几年都不带卡的 太推荐购买了
1129,iPhone 14真不错，屏幕显示细腻，拍照效果也不错，直播效果很好。手机收到了，质量很好，做工精细，款式新颖时尚，非常喜欢。
1130,"这是我以旧换新购买的手机，颜色是我喜欢的黑色,手感不错，打开手机完美无瑕疵，当即请小哥貼了膜安了外壳，避免它像我前一个手机那样直接掉地上后盖破裂，白拉拉贬值好几百！"
1131,苹果公司作为大品牌，质量肯定没有问题。iPhone14外形外观很好看，屏幕非常清晰，拍照效果很好，运行速度快，价格优惠推荐购买，快递很快。
1132,手机很赞很流畅太爱了什么东西都会把这个段话复制粘贴下凑够宇数。这是第N次在网上买东西了，棒捧棒，东西便宜而且质量好，物美价廉，买的放心，用的开心，感觉都买上瘾了，买买买，根本停不下来，东西品种多而且又特别全，划算方便，而且实惠，包装很好，而且没有任何损坏，会一直支持下去的，服务还可以，超级好用。
1133,Iphone11用了几年了，如果不是因为内存不够都还想继续用，入手14，大小刚刚好，A15运行很流畅，物流速度很快，隔天就拿到手在用了，现在不怕内存不够用了
1134,用了几年的华为手机，还是苹果的操作更流畅一点，新机内没有很多的内置软件，充电速度22W，拿在手上手感很好，京东自营品质有保证，慢慢习惯就好
1135,头一天下单第二天到，物流飞快，买的快充套装很划算，拿到手试了一下手感不错，和原来的旧手机放在一起数据就自动传输了，很方便，就是时间有点长，传输了两个小时，总的来说非常满意
1136,用了4年的iphonex电池不耐用 内存也不足 看到14京东有活动 立马入手了 安全下车 官方正品保证 紫色手机很好看 ！京东物流送货上门 隔天就到 太方便了！
1137,京东一如既往的信任，东西比较放心，安排的超级快，快递小哥也比较负责任，每次到了，都会电话通知手机外观挺简单好看的，反应也比较快，就蓄电量一般
1138,全五星好评！京东物流迅速，服务态度很好！家里人都用苹果手机，都是果粉！紫色很漂亮，系统运行能力速度很快，屏幕分辨率很高，音效清晰！一直在京东购买苹果手机！以后还会来！
1139,一如既往的果粉，苹果始终不会让人羡慕。从7一直追随到如今的14，一直以来的惊艳和惊喜。外观时尚大气，科技+动感十足。全新处理器运行速度很快，流滑顺畅。最新摄像头，拍摄效果非常清晰透彻。又是一款创新的科技精品。
1140,我建议大家买手机选择苹果手机，我已经买了第9台苹果手机。成熟苹果手机。五星好评，祝京东越来越好！也感谢快递员！
1141,这款手机非常棒，不就是屏幕音质碾压一重其他手机。苹果的拍视频功能非常强大，我的苹果手机防抖功能非常棒，所以特意又换了这个新的苹果14。作为一个自媒体的创作人，非常需要这款手机。
1142,外形外观：外观设计非常的圆润，拿在手中体验感非常好拍照效果：苹果的相机还是一如既往的优秀，画质非常的清晰。
1143,买了14当天买当天到，京东快递太给力了，  手机触感非常好，外观好看，主要轻，不喜欢太重的    功能都不错  第一次用苹果手机  体验不错???
1144,当到货就迫不及待打开了，果真没有让我失望，满意的一次购物，颜值是真的没话说，材质很好，运行流畅，大小合适，是理想中的产品，质量不错，物流也很快，值得点赞！
1145,这款紫搭透明壳真的好好看，系统很顺畅，不过刚到手耗电蛮快的，差不多十五分钟掉一格电拍照很清晰，是我想要的效果 快递很快。
1146,给老婆买的手机，她非常喜欢。机身光滑特别细致，手感也是一级棒。拍照特别真实立体，很有成片感。玩游戏也不卡顿，无比顺滑，性价比超高，超级推荐！
1147,"手机已收到，很兴奋已!经典的包装风格,简约环保!一直用苹果手机,就是因为它的流畅稳定量!期待，更好的体验,不喜欢挖孔屏，买了苹果14,这个配色很喜欢。支持京东 。"
1148,这次选择了蓝色的，收到了颜色很漂亮，个人非常喜欢。以前一直买的都是白色，所以这次换了一下?，机子反应很快。目前没发现什么不好用的地方。相对比较之下选择了14，也正在做活动降价了，价额也合适
1149,帮朋友购买的，自己没用过，不过据朋友描述，此机非常好用，买的是256G，价格适中，用起来嘎嘎滑，很顺手，紫色非常好看，适合女孩用，早上下单，下午收到，6666&hellip;&hellip;
1150,淡淡的紫色，非常漂亮，超级喜欢，是正品。非常愉快的一次网购！    晚上10点多下单，第二天中午就到了。    有问题咨询客服，回复很及时。    今天是使用第三天，感觉很不错哦！使用一段时间后再来追评。    唯一有点遗憾的是不能用双电信卡，这是之前没有想到的，所以也没有提前咨询客服，没办法，不想用两个手机，就只有停用不常用的那张卡了。
1151,我是不太喜欢苹果手机，但是家里的女人非得要买苹果手机，怎么说呢？外观看起来也不错，手感拿起来也不错，使用效果据说也不错，京东的物流也是非常的快速，下单之后第2天就到位了，满意。。
1152,14的待电续航要比11久好多，外观上也更显大气。特别是拍照，边跑边拍的视频出片稳稳的，非常值得入手。
1153,催一下就发货了，点个赞！
1154,"星光色这个颜色很好看，是我想要的，之前一直在用iphone xs max,终于决定换个新手机了。拍照效果很好，拍人感觉还是旧手机更自然一些，希望续航给力一些，总体满意。"
1155,手机很棒，自营放心得很每个产品都写好评所以特地写下这个模板，以前不知道评论可以涨积分，现在才知道好评的重要性，妥妥的每条都来评论下，赚积分，下次还能抵现金用。评论80个字以上，可以得到50个积分，我无论买什么东西都会把这个段话复制粘贴下凑够字数。这是第N次在网上买东西了，棒捧棒，东西便宜而且质量好，物美价廉，买的放心，用的开心，感觉都买上瘾了，买买买，根本停不下来，东西品种多而且又特别全，划算方便，而且实惠，包装很好，而且没有任何损坏，会一直支持下去的，服务还可以，超级好用。
1156,手机很好，不错不错，通信音质好的，其他特色：不错宝贝和介绍的一样，质感很好，功能强大，用了感觉不错是正品，而且价格也合适，用着也很大气，一直在用，很好
1157,颜色就很好看啊这个蓝色是真的很好看啊而且手机很方便很快速的很舒服啊用的所以，就是说苹果非常香啊一定要买苹果啊哈哈哈哈哈
1158,手机不错，发货快，隔天就收到了，送货上门，不错啊，手机拍照一流的，太给力了，系统更是流畅无比，打游戏一点不卡顿，景色宜人，拍出的夜景更是清晰无比，太好了，颜值好看耐用
1159,之前手机有点软件故障寄回维修了，顺便换了新款。体验下来还是很不错的，顺滑度，拍照效果都有提升，手感也保持之前的水准。
1160,苹果14 手机不错，比以前的苹果续航时间长，出门一天不用担心没电，手感也好，面容I&rsquo;d识别很方便。
1161,苹果手机很棒，外观设计很好看，系统使用也很流畅，已经多次使用苹果手机，还是比较喜欢这款手机，而且拍照也很清晰好用，值得推荐
1162,"使用起来流畅，字体特别大，介绍一致，大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算,客服真的很不错哦~，搓手手万分期待的东西终于到手。内心那个炽热激动的劲儿涌上来止都止不住!!!觉得东西不错我就会给好评宝贝产品质量很好，是正品。和页面描述写的基本一致，卖家的客服服务态度从头到尾都很好，快递发货速度超快"
1163,外形外观：苹果的外观造型是我一直以来用的比较喜欢的！拍照效果：绝对满足大部分的使用要求！运行速度：苹果手机的运行速度是非常让人放心的！
1164,"拿到手用了一段时间，重量真的很轻，质量不错,与卖家店铺描述的基本一致, 没什么问题，性价比也挺高的，在同等的价位里是很划算的，而且卖家发货速 度也快,包装的非常仔细、严实,物流公司运送速度也挺快的,可以说挺满意的一次购物体验吧,"
1165,全五星好评！京东物流迅速，服务态度好！一直在用苹果手机，是苹果的老粉。苹果手机运行速度快速，一点都不卡，颜值超高，颜色很有气质，质感很好，拿在手里很有分量！又给妈妈买了，全家人都是苹果的粉丝！
1166,非常不错，外观完美无瑕疵，手机是全新正品，京东自营还是有保障的，趁着活动+9元还可以得到一个原装快充头，非常不错！用了几天，苹果的系统的没得说，大家也都明白！
1167,新款的手机，很喜欢这款手机，运行流畅，拍照特别清晰，一直相信京东品牌，在这里买手机很放心，售后很放心，下次有需要再来买！
1168,太漂亮啦 想要十四很久了用惯了苹果 晚上拍的第二天接着就到了 这么迅速啊 。 还有数据线。嘿嘿我觉得14还挺好用
1169,很精致的14颜值也很高，之前送了对象，一款13，现在送一款14，然后13的话，体验感还是挺不错的，各方面颜值都可以！很nice
1170,我现在用的就是我买的苹果14，紫色，我不能自己手机给自己手机拍照。我只能拍拍充电器，哈哈哈，手机不错。我买的紫色，颜色很不错。推荐。
1171,包装是完整的，速度很快，晚上下的单早上11点就收到了，送人的还未拆，拆了再来追评。相信JD旗舰店的品质。
1172,买手机一直在京东，自营店铺优惠活动多，价格很有吸引力，手机外观没的说，非常完美，显示效果也很细腻，色彩很真实，运行速度快的起飞，赞????
1173,给老婆买的手机，老婆非常喜欢，用了一个多月了来评价一下。颜值很高，手机运行很流畅，拍照也足够用，苹果手机还是不错的。
1174,第一次在京东上购买手机，非常值得信赖！下单第二天一大早就收到货了，颜色很正，拿回来自己激活就可以使用了。手机用起来很顺畅不卡，而且拍照也很清晰，主要是价格比实体店实惠，很满意！！
1175,一直都是用的苹果手机，京东买的也放心，是正品，京东快递又快又好，包装完好无损，非常喜欢，外观很喜欢，星光色yyds，很喜欢
1176,iPhone 手机好用，京东速度很快，第二天上午就到，手机无磕碰，包装完美，运行速度流畅，比安卓手机好用。很完美的手机。
1177,外观嘎嘎漂亮，真是人见人爱！运行程序和拍照效果也堪称一流，毕竟是老品牌了。待机时间，每天一充，业务再多也够用。希望以后版本无可挑剔！
1178,苹果公司作为大品牌，质量肯定没有问题。iPhone14作为新一代产品，值得入手，外观很好看，屏幕非常清晰，拍照效果特别棒，运行速度很快。
1179,质量很好哦，发货也很快，是正品，值得购买。用起来很流畅。简直太好用了，只能用完美来形容！强烈推荐！
1180,买之前 看评论说怕外观有问题 特意到了仔细看一圈 没有任何问题 当天晚上下单第二天到的 手机看着很漂亮 续航也还不错 正好赶上jd搞活动领了个劵 便宜了几百 真不错
1181,苹果手机质量不错，细节、品质、做工都非常好，最重要的是系统流畅，不卡顿。京东发货贼快，快递也给力，棒棒哒~???
1182,种草已久的苹果14，128。性价比超高，收到后用了一个月了，非常棒，无卡顿，不发热，手感细腻，拍照也不错，苹果手机质量真是很不错。
1183,手机非常的好，一直用苹果的手机，不卡，很流畅，质感也非常的好，京东买的，一直送货到家，非常的方便，是正版，以后有需要还会再买，推荐
1184,设计漂亮，尺寸大小合适，包装仔细完整，宝贝手感不错，感觉很好，发货速度快，服务态度一流，给力！5星好评！
1185,挺好的，目前没问题，后续追评好，好，好，尽在不言中，产品真的很赞真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物！一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，好评质量好，物超所值，真的是物有所值，价格实惠，质量真的不错，与卖家描述的完全一致，收到的时候包装完整，包裹的严严实实没有任何破损，品质依旧，客服服务态度很好，详细的解答了我的问题，卖家很好，对这次购物非常满意，如有需要会回购！！
1186,iPhone 8以后就一直用的华为，也换了几个华为了，至于华为如何，我就不说了，这个iphone手感不错，拿在手里很有感觉，如果不是怕掉地上，都不想用外壳，iphone的流畅度确实没话说。
1187,京东自营快递送货非常快，大单商品京东自营店铺质量有保证，买着放心。手机非常漂亮，屏幕很清晰运行很流畅，拍照非常不错。紫色的很适合女生，6.1寸的手机不算很大女生拿着刚刚合适。
1188,很好，物流很快，东西很给力，性价比很高！各类功能都可以用非常满意?，材质做工非常好，而且百搭，手感也很棒，非常nice，实用性非常强，赞?
1189,续航还好，不玩游戏基本一天一充。不错就是这么给力呀这个发布会我都看到了这个火爆开启很大的看点我喜欢看这综艺节目这么好看了
1190,京东购物绝对省心省事儿省时，客服态度很好，物流非常非常快，赞???，闺女超级喜欢苹果手机，今天收到了14，喜欢的不得了，之前买的12还很新，两个换着用吧，手机颜值高，颜色漂亮，赞???
1191,苹果手机一直都是心目中最好的手机，虽然拍照方面些许落后，系统和安全性方面那是非常非常的好，用了后离不开了。
1192,购买的iPhone14苹果手机，对比了好几家，最终还是选择京东自营店的。虽然价格没有什么优势，但是至少让我购买的有信心。质量有保障，主要是京东物流给力，上午下单，下午就收到手机了。特别喜欢，特别满意。
1193,满足的感觉，哈哈，物流速度真是太棒了，半天收到，迫不及待地打开，京东自营店正品毋庸置疑，售后服务也放心
1194,挺不错的一款手机，拍照清晰，反应速度快，京东自营服务也很优秀运行速度：一如既往的神速外形外观：精致完美
1195,物流很快，隔天就收到了外形外观：很喜欢这个蓝色 挺清晰的 直角屏也爱了其他特色：第一次用苹果手机，其他还得自己慢慢摸索
1196,京东自营，送货快，早上九点多手机就到了，正品有保障，真的很不错的手机，到了以后就贴了膜，也买了手机壳，超级喜欢
1197,一年要买三四部，妈妈，老婆孩子加上我，一人一部，每年换是最划算的。没啥好说的，用起来习惯了。用来链接CarPlay很方便
1198,京东物流比较快，送货人员服务态度好，头天下单，第二天一早就送达了。整机比较漂亮，手感很好，运行速度也很快，是一款不错的产品！
1199,京东上买手机真的很不错。已经是第5次下单手机，发货速度快，东西正品，品质有保障，包装好，这次是旧机换购，工作人员上门现场评估，最后与下单价格也完全匹配，整个流程很不错！很满意，手机好看，精美，无瑕疵，会再回购，京东值得信赖。?
1200,用来做奖品的，网上买比较方便，京东产品也没有问题，价格可能稍微贵了些，但比较放心省心，非常好看，大小也合适，大家都很期待。
1201,买了有一段时间了，一直没来得及评价，苹果的手机价格这次比较优惠，还可以。京东物流也非常的快，没得比，用着也很方便。还买了耳机。
1202,很满意的一次网购，下次还会再来。比我想象中的要好，第一次选择这个宝贝，效果还是非常好的。十分满意。喜欢的朋友赶紧下手啦，话不多说，赶紧下单吧，确实物超所值，赶紧下单吧。墙裂推荐，入手不后悔系列。值得入手。
1203,心心念念的苹果手机，终于瞅着节日优惠给女朋友安排上了，拆封的体验感真好，女朋友挺满意的，运行速度很好，下次节日再给自己安排一部
1204,女朋友手机 要换新了 选择了新款的14 因为对性能没有其他需求，所以就买了这款，因为很喜欢新的配色，所以选择了紫色 感谢京东 速度也很快
1205,质量不错 版型也很好 值本来有点担心 收到后很满意这家店还好吧。来买过几次了，服务老客户非常周到，以后还常来!
1206,手机收到了，包装严实，拍照清晰，小巧精致的外观设计，使用起来屏幕清晰流畅，强大的核心性能，游戏体验很好，物流第二天就到，给力！！
1207,从iPhone6就开始用苹果，最喜欢的还是苹果，果断入了， 一如既往的快，现在这样的时刻还能次日达，真是给我惊喜，五星好评 ！
1208,很难得的正品，最满意的一次发货快 物品满意 给好评没想到这么快就到了，大小正好，握手里很舒服老板态度很好。
1209,第一次在京东买这么贵的东西，因为自己特别喜欢苹果系列，所以自己专门选了一个256g内存的，这样可以用的更久一些，买回来的确是新机，外观设计的非常的漂亮，给人以清新脱俗的感觉，用了几天各方面的性能都很棒，这次的购物非常满意，以后还会继续回购，值得推荐赞赞赞，而且快递非常的给力！
1210,手机用了一个月了，掉了1%的电，不知道正常不，平时很爱惜地用了！收货时录视频按网上教程验机了，是正品未激活，3.8买的比较划算！
1211,旧的XS屏幕坏了，急着用手机所以马上下单买了这个。用起来非常顺滑，还是一如既往的好用，拿起来也非常有质感，挺喜欢的
1212,非常好，之前的手机坏了，立马下单，正品，质量可靠，非常好的东西，真的超级满意的，价格也是可以接受的，非常不错。另外，京东快递也很给力，第二天就到货，这种购物体验也太棒了吧～
1213,这款手机还拥有出色的电池寿命，在一天中可以轻松应对我的日常使用需求。物流:我购买这款iPhone时选择了快递配送服务，并且在预期时间内收到了手机。物流服务非常迅速和可靠。总体而言，我对这款 iPhone非常满意。
1214,论拍照，14相当不错，拍照效果非常好，拍照很清晰真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，运送速度很快，很满意的一次购物
1215,苹果手机地表最强手机，a15处理器适合各种大型游戏平台，玩游戏不会感觉卡顿，运行速度快，质量有保证京东无敌售后
1216,这次买的是一个很满意的选择，一个字，一个字好，好用。一开始在纠结颜色，但还是选择了这个，收到的时候很惊喜，太喜欢了。
1217,从苹果4开始，一直用到现在苹果14，一如既往的喜欢。不得不承认真的很好用。速度，流畅。京东自营店买的也一直很放心。
1218,刚到手7天内，就发现信号不好的情况，网上搜索了很多人都有这情况。机身无瑕疵全新货，本来想送检测的，升级了系统就好了。总之来说很满意，送老公的情人节礼物，他可开心了。
1219,外形外观：漂亮好看很喜欢屏幕音效：很好，屏幕灵，音效好拍照效果：特别清晰待机时间：开机快运行速度：非常不错其他特色：手机很好用，颜色也非常喜欢
1220,很多次在京东买苹果手机了，放心，值得信赖，而且价格有优惠，性价比很高，质量也不错，大家都反馈很好，很不错。每次到货速度都很快，一般今天下单，明天中午就到了，包装好，效果也好赞！！！
1221,外形外观：外形很喜欢，外观很漂亮屏幕音效：屏幕显示很清晰，音效超级赞拍照效果：拍出的照片更有大片感运行速度：迅速，稳当待机时间：一天半没有任何问题
1222,外形外观：黑 色 比 较 经 典；屏幕音效：追 剧 时 音 效 不 错；拍照效果：拍 出 大 片 的 感 觉；运行速度：毕 竞 是 新 机 运 行 速 度 杠 杠 的；待机时间：超 长 待 机；其他特色：用 着 比 较 顺 手。
1223,京东这次的价格特别实惠，还是特别喜欢苹果外观设计，音视频****效果不错，发货速度最快，信赖京东旗舰店。
1224,苹果的这款手机已经收到了，打开包装的话，一看就知道是正品手机，所有的东西都是全新的。用了一段时间以后，感觉它的流畅度还可以也装了许多APP都可以很迅速的打开与使用。
1225,没啥可说的，苹果手机从来没失望过，上一台7用到现在6年了，该退役了，这次还是在京东买一台，用了一段时间了，非常棒！
1226,京东快递物流非常的快，两天时间就到了，快递小哥也非常的热情，手机也非常的不错，包装外观非常的好，使用手感也是非常不错，主要是机子正品，运行速度非常快
1227,用起来速度很快，手感不错不大不小刚刚好，物流也快，凌晨下的单下午就送到了，快递小哥特意核实了收件人。
1228,心里种草很久了，终于在有活动的时候买了，给老婆买的，老婆对颜色很满意，非常喜欢，iphone14配置够用，性价比没问题。京东送货也快。
1229,女朋友的手机昨晚突然坏了，索性直接给她那个新手机作为纪念日礼物物流贼快，上午十一点多下单，下午五点就收到了这个电商物流速度绝了苹果的机子一如既往，非常的丝滑
1230,发货速度很快，手机原封正品未激活，京东自营品质有保障，紫色的外观很漂亮，运行速度很流畅，价格不贵，很满意！
1231,目前用着效果非常不错，购物一直在京东，品质也未让我失望过，后面购物会继续选择京东，性价比高，送货速度快，保价功能也很好用，继续支持京东。
1232,手机反应特别快。待机时间：充满电可以连续玩一整天没问题！手机特别大气，颜值很高，充电很快很快，很快就充满了，5G网络特别好用，网速超快，手机反应超快，功能简易好操作，很值得上手颜值很高，外观非常漂亮，屏幕大气，超大屏，音效特别好，打电话声音很大很大。拍照效果特别好，清晰，像素很高。
1233,手机收到了。妹妹很喜欢。价格也比官网便宜那么多。目前已经用了一个月了没有出现任何问题，是正版的手机。
1234,真的很不错，物流速度超级快，手机完好，没有问题，颜色款式都符合，全新的，一直在京东购物，特别赞！服务也很好，会推荐亲朋好友来购买的
1235,拍照效果：品质还是很好的，拍照很漂亮很清晰，一如既往的支持苹果哦，以后还会继续关注，祝福发展的更高更好！
1236,外形外观：星光色真的很好看很适合女孩子屏幕音效：很棒音效感觉给力拍照效果：自拍效果我认为很不错，但是拍远照和拉近照不是很给力 （我不是很会调参数 ）运行速度：运行速度很可以 就是通讯聊天工具接收消息容易受信号的影响而延迟（这可能是目前的通病，也是我目前的使用感受）
1237,外形外观：蓝色的14好好看待机时间：待机时间比12强了不少，完全够用，充电速度也还行运行速度：A15处理器运行贼拉快非常丝滑
1238,物流很快，第二天就到货了，小哥很不错，态度好手机未激活，是全新正品，包装完好无损开机很快，运行流畅
1239,11是早上坏的，14是晚上送到的，全程链接上了，一直用苹果，懂得自然懂，没有差评，要评价的是物流非常的快。好评。
1240,质量好，价格优，客服态度好，价格实惠，孩子很喜欢，东西物美价廉，物流配送快，快递人员耐心细致，夸夸这家店，因为是京东店所以很放心的，总之是一次很满意的购物，非常的棒哦，非常的开心.
1241,外包装完好，产品本身也没有划痕和破损，这个颜色配很多手机壳很百搭，一直在用苹果手机，好用就就是好用，外观简单大气，功能强大但操作系统非常简单人性化，反应速度！就不用说了，就算用个几年下来只要内存够一样很快
1242,确实非常不错外观也特别好看屏幕音效也特别好拍照效果什么各个方面都非常好符合预期效果运行速度非常快待机时间也特别久总之各方面都非常优秀特别推荐购买
1243,超乎想象的满意，手机壳的手感和质感没得说，白色也很貌美，套餐里的`数据线也很棒，总之非常满意，这个绝对全五星好评，快递又速度，颜色好正嘿嘿，给手机换了个壳子就是不一样，就像新的一样。
1244,东西不错，质量有保证，用着很舒服，推荐购买，拍照效果：拍照不错运行速度：苹果的速度还是可以的待机时间：续航持久
1245,这款机器像素和处理器都很不错，速度也比较快，赶上活动购买，比专卖店便宜些，相信京东，没有失望，包装完好无损，发货送货都很快。
1246,颜色好看，不戴壳手感很好。系统流畅，使用方便。基本不发热，待机时间符合预期。京东价格有优惠，送货到家。包装完好。
1247,到货非常好！刚开始在小红书看好多人说京东买电话会有很多小问题！我当时特别担心！然后心里就忐忑不安的等着快递！然后到货发现什么问题都没有真的是自己吓唬自己
1248,手机还是很不错的，速度也挺快，主要是快递也好，在京东买的服务就是好，因为有点质量小事，所以就换货了，第二天马上同意了，真的很快。非常满意的服务
1249,在京东买电器或者是手机感觉很放心，第一质量有保障，第二快递是真给力，售后服务也是非常到位，在京东购物只有第一次和无数次???
1250,真的很不错，终于给妈妈换上苹果14了，等今年15出来了，要给妈妈换上苹果15以后出一部买一部，再也不一个手机用好几年了，消费真好！哈哈哈哈哈
1251,物流很快，东西很好，一次满意的购物体验，价格不是特别贵，手机使用起来也蛮方便的，苹果的操作系统还是蛮可靠的，下次还使用这个手机。
1252,快递小哥很贴心，及时安全将物品送货上门，包装的很严密，安全快捷质量保证一直是选择购物的主要原因，产品很喜欢，很好的购物体验。
1253,用一段时间在来评价哦
1254,产品很好用起来很舒适，充电快，功能强大，细节很到位。买了很多天了一直在用，感觉很好就来评价了。这次购物很满意物流也很快，推荐购买
1255,京东快递就是给力、头天下单、第二天就收到了、已经好几次在京东购买了、旧手机也直接从京东出售、非常划算、希望越来越好
1256,东西不错 包装结实 包装无损 物廉价美 发货速度快 快递员直接送货上门，真是大爱啊。给予京东五星好评，会继续在京东购买。赞赞赞
1257,手机拿到手啦，感觉很不错，苹果还是一如既往的给力，京东的价格也是一如既往的给力，比外面实体店卖得便宜，很多物流业很快第二天就送到了。
