numbers,comments
1801,非常满意的一次购物体验，客服态度很好，发货速度快，第二天上午就收到了，京东小哥态度很好。包装完好没有破损，犹豫了很久最后选择了小新14，颜值高，性价比高，轻薄本比较轻，很方便携带。屏幕效果不错，运行速度很快，散热效果很好，键盘触感很好。带office，对于日常的办公和学习绝对没问题。充电速度很快，可用时间长。
1802,"屏幕效果：非常的轻,很便携,2.5k的显示屏非常的细腻，色彩也很丰富，还有护眼功能，非常不错。运行速度：运行流畅,兼容性很好。60万出头跑分,还算正常发挥。运行速度非常的快,效果好，性能强。散热性能：声音不大，不发热。使用感受：屏幕画质性能都在线,双显卡协力工作，视频影音效果不错，处理多任务顺畅，各方面使用感觉都可以，编辑程序也非常流畅。"
1803,第一次在京东买笔记本，非常好！配送速度快，昨天晚上下单，今天就送到了！电脑很精致，速度快，颜值高，整理感受都很不错！下次还再京东买！运行速度：很快外形外观：颜值高
1804,在网上比较了很久，最终选择了这家，收到货后很满意，很满意。运行速度：非常快，文件传输很快屏幕效果：高清，看文件用大屏眼睛不累散热性能：一点不热，运行声音很小外形外观：简洁大方。金属外观轻薄程度：很薄，16寸也不是很大，方便携带，居家办公很合适。
1805,很好看，颜色没图片上那么蓝，很精致的感觉，非常满意，人脸识别很方便，完美的办公本。运行速度：开机很快大概7秒吧屏幕效果：屏幕看着很舒服散热性能：散热器几本没啥声音轻薄程度：很薄
1806,谁懂啊！真的很爱hhh这个蓝色太好看了，比银色的电脑好看多了，换了小电脑真的很舒服，再不用背着我的笨电脑到处跑了嘿嘿?运行速度：蛮快屏幕效果：下载安装的时候不知道为啥有些糊糊的，但是下载之后就好了散热性能：声音蛮小的外形外观：好看好看！
1807,运行速度特别快，应用几乎都是秒开，屏幕效果好，颜色靓丽，散热性能好，风扇几乎没有声音，外观简洁大方，笔记本质量轻，特别方便外出办公，值得推荐
1808,正想换一个电脑，遇到新品发布。付尾款的当天下午就收到了。生产日期是在今年2月。外观简约但大气，很小巧，开机大概8秒，支持人脸识别，屏幕看上去也很舒服。我主要用作办公，跑一些简单的程序以及专业软件，不玩游戏，基本也不刷视频。比较耗内存和看中处理器，对于显卡要求不高，这个配制刚好满足我的需求。第一次用win11系统，熟悉也很快，很满意的一次购物。信赖联想。
1809,上午下单，下午就收到了，这波操作纯纯是被秀到了，行业内卷。而且实物颜色特别好看运行速度：非常流畅屏幕效果：超级清晰散热性能：刚刚到手，用过一段时间再来评价外形外观：银色完全超出预期，长在我的审美上了，非常喜欢
1810,运行速度：还可以屏幕效果：清晰度很高散热性能：很不错外形外观：外观很好看，键盘触感很不错轻薄程度：很轻薄，
1811,运行速度：最新款cpu运行速度有保障屏幕效果：2.8k显示器，比原来我的久本子好太多了散热性能：这个还需要长时间用用才知道外形外观：小巧轻便，银色实物很好看轻薄程度：Nice
1812,外观简洁小巧，是我喜欢的灰色，低调高级。人脸识别很方便，开机速度也很快，屏幕很清晰，13代运行很快。键盘灵敏，手感很好?京东物流也是很给力。
1813,运行速度：非常快！22号付的尾款，24号上午就到了！屏幕效果：非常流畅，画面清晰散热性能：很好外形外观：非常精美轻薄程度：非常轻便，其他特色：小巧精致，内容丰富，变化多姿，令人喜爱(?&deg;з&deg;)-?
1814,"第一次买电脑毫不犹豫选择小新,运行速度流畅,外观设计精致推荐入手运行速度：快屏幕效果：温和不刺眼散热性能：好轻薄程度：非常好"
1815,外形外观：不愧我等了一个月，果然颜值超高，颜色其实相近于蓝和紫之间！其他特色：人走锁屏，脸部解锁功能很好用！运行速度：13代处理器棒棒哒平常不怎么玩游戏，只是偶尔用来办办公这几句，完全够用了，颜值又超高，稀饭！
1816,运行速度：很快开机7秒屏幕效果：2.8k屏清晰，看视频很丝滑散热性能：没听到风扇声音外形外观：真不错呀，金属机身，切割线条好看轻薄程度：很轻  是之前的15.6的一半重量
1817,很好很轻薄，手感好，有质感，开机速度非常快，运行流畅，值得购买，电脑的硬件配置高，外观好看。性能好。京东的物流速度快。
1818,运行速度：很快，五秒开机屏幕效果：雾面屏看着很舒服散热性能：散热效果不错外形外观：年轻时尚轻薄程度：比之前的厚了一点，也能接受
1819,屏幕效果：很好，很喜欢的雾面感散热性能：目前觉得散热挺快的，不会发出散热声，也不会很烫外形外观：太喜欢了，又轻又薄，键盘颜色是紫色，很好看！！轻薄程度：很薄，很轻其他特色：有人脸识别功能运行速度：开机很快，运行也挺快的
1820,高清版屏幕看起视频来爽歪歪！终于淘汰掉我那台笨重的旧笔记本了，2023联想小新14pro最近是我的新宠，小小的薄薄的一台非常方便携带。音响效果很不错，刚拿到手就试了，目前没出现网上说的声音忽大忽小的现象。我最满意的就是它的1t内存，真的很烦玩电脑的时候不断弹出内存已满的警告。**常不怎么玩游戏，所以笔记本用了一天也没有发烫的迹象。运行速度：快屏幕效果：清晰散热性能：中外形外观：美观轻薄程度：薄
1821,运行速度：运行速度非常非常非常的快屏幕效果：屏幕显示效果比2021款的14 pro好非常的多散热性能：目前用了一下午底部还是有一些发烫的外形外观：和2021款比2023款更接近于苹果的外观颜值非常的抗打，非常的漂亮，真的让人爱不释手这种灰色显得非常的高级大气轻薄程度：一看比2021款的要厚，但是上手之后发现重量并没有增加
1822,外观简洁小巧，捂 芊都可以到手的。很裕力的，联想粉说的放发，在评价的图；里。更喜欢深空灰，有点可惜。早上下单，获，京东速度就是牛，本本很小巧，非常喜欢，开机了，都听不见风扇声音，纯金属外壳，值得拥有下屏幕效果：2.8k的屏幕看起来真的很清晰。默认60HZ，需手动开启9OHZ。屏幕显示效果非常好，我看大片的效果也非常的好运行速度：运行流畅，兼容性很好。60万出头跑分，还算正常发挥。运行速度非常的快，效果好。性能湿劲其他特色：office完美激活。喇叭在底部两侧。金属质感特别好，是一款很轻便的轻薄本联想笔记本电脑物流很快，包装内村保护也有特色。用了两天，初步感觉外观轻薄，重量合适，携带方便，手感不错，做工细节位，深空灰适合各类场景。2.K的屏幕画质性能都在线，双品卡协力工作，视频影音效果不错，处理多任务顺锅，各方面使用惡玄都OK，暂时没有发现什么缺陷。有问题咨询客服也都能够得到很好的答复。点赞！希望后续使用过程中能够更加满意
1823,屏幕效果：2k屏幕很清晰，而且16寸看起来更爽外形外观：很好看，键盘还会发光～运行速度：速度挺快
1824,收到了，正式开机了，目前没发现问题，希望日后能正常使用，颜值很高，我之前在犹豫2022版本是因为接口问题，新版多了接口，真的是满足了啊，希望日后能正常工作
1825,运行速度：特别给力屏幕效果：分辨率很高，非常流畅散热性能：散热效果很好外形外观：小巧方便很美观适合女孩子的哦轻薄程度：非常小巧
1826,第一次用笔记本，慎重比较选择了联想这款的，性价比很高，使用感很好，键盘很薄，触碰感很灵敏。音质也可以。会推荐有需要的朋友。
1827,外形外观：银白色，大气好看轻薄程度：轻薄游戏本、商务本，干啥都行屏幕效果：2.5k的屏幕就是显示好运行速度：开机很快，运行速度快，动画流畅散热性能：三种模式，随心切换，散热非常不错
1828,安全下车，单手开合，看了好多款笔记本，电脑的颜值、配置、续航最适合我的一款，希望新电脑带给我强大力量！！！
1829,运行速度：很快 目前没用来打游戏。听音乐不错外形外观：小巧便携轻薄程度：很轻薄快递也很快下单第二天就到了 使用一段时间再来追评
1830,质感不错，鸽子灰这个颜色也很棒，键盘双侧带有音响，杜比音效，键盘触感也不错无论是大小还是重量都是可以接受的，接口比上一代丰富了许多，摄像头可以手动开关，保护隐私，总体来说是不错的。
1831,小巧精致的商务办公本，因为开会实在太多买的，平常接上显示屏使用，用了半个多月，很流畅，满格电量大概能撑5-6个小时左右，都不用带充电器了开会了。总之很满意～
1832,运行速度：开机很快，8秒开机屏幕效果：看着挺好的，很细腻散热性能：暂时没感觉，风扇没大响，很静音外形外观：很有质感
1833,今天收到货了，颜值非常高。太美了，而且人脸识别功能太强大了，人来直接识别，感觉非常的高大上，非常方便。性价比贼高。还没开始使用，其他方便暂时不方便评价，但是外观是真的好看，颜控可以果断入手了。
1834,看了很久笔记本，从cpu和屏幕分辨率，两者综合性能还是选了小新，i9＋12我很满意，16G+512G学生党应该是妥了，很不错的一次购物经历哦！运行速度：快屏幕效果：挺好散热性能：可以外形外观：好看轻薄程度：薄其他特色：颜值高综合性能不错运行速度：挺快
1835,外观时尚精致，颜色也很有质感的，人脸识别还是很好用跟手机识别差不多，使用很方便。省去了手动解锁的规程使用感受挺好的。系统运行也比较流畅，毕竟办公嘛足够用了，屏幕显示柔和，背光晚上很实用，音质一般。
1836,"购买了联想小新pro14,配置1T，屏幕是2.8K，120HZ，高色域，内存是32G，特别契合我剪辑照片的需求。这款机器是我寻找多日，最能满足我剪辑和携带的需要。特别满意！"
1837,电脑小白第一次自己做功课购买新电脑， 很满意。续航可以 噪音完全没听到 音响可以是双声道也可以设置成单声道 喜欢用电脑来听歌看剧的 入手它准没错 开机只需要8秒 不卡顿 很流畅 天青蓝也很好看 比图片看起来更高级 性价比高
1838,配送速度:超级快，第一天买的，第二天就到了。运行速度:12代i9，硬盘容量512G，运行内存16G，速度很快，很流畅。商品款式:银色的，很漂亮，轻薄本易携带，看过去大方实在。散热功能:散热效果好，不易发烫。
1839,选了好久最后还是选择小新了，外观简约，整机非常轻薄，开机速度快，运行流畅，屏幕色彩鲜艳画质非常好，非常满意！
1840,快递小哥第二天就送到了，京东速度给点个赞。非常激动的打开包装，机器一点都不重，颜色很漂亮，机器整体设计很硬朗棱角分明，做工很精致。目前正在开机中，要连wifi。终于开机了，人脸识别这个真的很赞，摄像头还有个遮挡开关，这个设计真的很人性化。音箱声音够大，屏幕看着也比较舒服。其他方面等使用一下再看。
1841,外观小巧，灰色很好看，开机速度快，默认翻盖开机，2.8K 屏很清晰，运行流畅，电池续航能力不错，值得入手的小本本。
1842,电脑外观颜值是非常漂亮的，属于轻薄本的，还是大屏幕，出门携带非常方便，本身自己学会记的，这个小键盘就刚刚好，特别实用，很喜欢，推荐一下
1843,旧电脑用了七年了，看了小新的发布会后直接毫不犹豫的付了定金。机器十分精致，做工优良，屏幕细腻，用了几天下来体验也非常好，虽然是核显版本，但打游戏、外接高清显示器都没有问题。个人很喜欢，非常满意！
1844,外形外观：非常时尚大方，雾面屏，不会反光轻薄程度：女生外出方便携带运行速度：目前速度还可以，开机8-12秒。一般的办公软件运行也很快。
1845,运行速度：使用挺流畅的屏幕效果：看视频很不错，大屏幕的感觉值得散热性能：暂时没有过热的现象外形外观：好看轻薄程度：挺好
1846,首次在京东购买小新16，外观很漂亮，开机反应速度也非常快7S，整体做工很精细精致，是我喜欢的类型，目前在摸索功能中，使用了三天整体感觉良好，暂时没有发现什么缺点，继续再用一段时间应该会发现更多的亮点，期待一直保持着良好的态势！
1847,第一次在网上买电脑，总是有很多的不放心，现在好了，收到电脑，用了一天了，现在可以来评价了，首先外观，是我特别喜欢的，棱角分明精致，颜色是现在年轻人都比较爱的银色，系统很好用，全新机，客服态度很好，有问必答，而且很有耐心，不说了，上图，大爱大爱爱，对了，第一次开机后，offis是系统激活的，我们登录就好了，整体感觉就是运行流畅，一点不卡，画面清晰！！！
1848,14寸大小刚好，轻薄便携，买之前还在担心首发会不会容易翻车，用了几天下来，运行速度快，屏幕高清细腻，几乎没有听到风扇响起，很不错。
1849,这款笔记本颜值非常高，开机速度快，运行流畅，而且带有人脸识别功能，带有背光灯的键盘手感很好，很实用，性价比也高。
1850,挺好的，很喜欢，颜色特别的讨人喜欢屏幕效果：看着特别多好看运行速度：很快散热性能：挺好的外形外观：大部分都喜欢，招人眼球的那种轻薄程度：很薄很薄，感觉特别的轻其他特色：其他方面也很让人喜欢
1851,运行速度：非常快，基本上是秒开机！32的内存很舒服。屏幕效果：高清屏幕，显示清晰，色彩美丽。散热性能：散热很安静，也很好用！外形外观：帅气外观！轻薄程度：非常轻，给我对象用正合适。其他特色：配置好！
1852,运行速度：网页浏览非常快，而且开机飞速，8秒开机屏幕效果：高清，看视频很不刺激眼睛，且有人脸识别功能散热性能：双风扇结构，散热快，而且很静音外形外观：银色，大气简约轻薄程度：超薄笔记本，重量刚刚好，出差办公首选其他特色：同级别价格里面此款电脑性价比最高
1853,本子非常不错，运行流畅，屏幕画质也非常舒适，重量轻便，散热效果好。运行速度：快屏幕效果：舒适散热性能：很好，打游戏都能很好的散热外形外观：小巧便携，颜值高
1854,付尾款后很快就收到货了，有点小惊艳，金属的A面质感很足，也特别轻薄，性能很强，屏幕观感也不错，期待进一步的体验。
1855,运行速度：电脑运行很快屏幕效果：联想小新的14寸屏幕效果很不错，非常清晰散热性能：散热声音不大外形外观：紫色高颜值好看轻薄程度：轻薄好携带其他特色：配送超快
1856,先说外观吧，外观简洁大气。鸽子灰颜色有点小小商务风，线条也比以前的版本硬朗，是我喜欢风格。再说做工，目前来看很好，屏幕开合很舒适。扩展性能方面，新款两个c口两个A口，够日常使用。使用感受，换了小新后，关盖就休眠，开盖就亮屏，识别人脸直接进入桌面，检测人离开自己就休眠，太方便了。下一步继续研究新电脑。目前体验很好。
1857,发烫很快也很厉害其它还行
1858,看到联想小新有新品就在等，拿到产品以后就爱不释手，外观颜色很高级简约，运行速度也很流畅，屏幕观感也很好，杜比音效很棒，也不重，接口也够用了，总之，很不错的产品
1859,看了很长时间，一直在小新Pro14和thinkbook14中间横跳，看了破站上的各种对比，最后还是选择了颜值更高，高刷护眼屏的小新，之前一度差点买了2022版的小新，感谢我犹如寡断的性格，也是觉得之前的硬盘不够大，然后终于等到新版Pro，CPU和屏幕都有升级，接口也很齐全，大爱～还有人走锁屏的功能也很赞～
1860,外形外观：简约时尚，手感很好散热性能：目前没有遇到散热难的问题，风扇声音也可以接受其他特色：当天晚上下单，第二天下午就到了，包装完好，六楼步梯送货上门
1861,外观简洁小巧，屏幕显示效果非 常好，我看大片的效果也非常的好 运行速度：运行流畅，兼容性很好。i9处理器运行速度非常的快，效果好。用了两天，初步感觉外观轻薄，重量合适，携带方便。手感不错， 做工细节到位，深空灰适合各类场景。16寸的屏幕画质性能都在线，双显卡协力工作，视频影音效果不错，处理多任务顺畅，各方面使用感觉都OK，暂时没有发现什么缺陷。有问题咨询客 服也都能够得到很好的答复。点赞！希望后续使用过程中能够更加满意
1862,运行速度：超级快，科研办公游戏都飞起屏幕效果：非常清楚，视角宽阔散热性能：散热很好，不烫手外形外观：圆滑好看，非常时尚轻薄程度：很轻薄，拿起来也不沉
1863,质量非常好，配置很高，运行速度快，祝福商家发大财笔记本电脑很好用，开关机顺畅，速度快，声音好听，真是惊喜，总之很满意，本电脑体验感非常棒总体来说，确实很不错，客服的服务态度也很棒，说话几乎马上就会回消息，物超所值，真心推荐。大品牌！值得信赖的！效果超级好！贵有贵的道理！很棒的商品！真心喜欢，颜色、款式都非常棒！
1864,电脑收到了，做工还行，转轴啥的地方都挺好的。开机运行，各项功能运行也很流畅。试了音响，没听过好的，觉得自己这台的音响还行。
1865,蓝色很好看，面部解锁非常快，用起来非常流畅运行速度：快！屏幕效果：是我喜欢的样子散热性能：非常不错外形外观：蓝色超级好看！其他特色：不小心重置了网络，客服很耐心的帮我解答了问题
1866,用了10多年苹果本，终于换了联想小新，没办法，颜值太高了，购物满意，始于颜值终于品质，轻薄、快速、色彩艳丽，用起来心情大好，里面的文件处理功能非常强大，9秒开机，不要太开心啊???
1867,6号8点付尾款，7号上午就到了，晚上到家立马拆封！运行速度：很快屏幕效果：挺高清的散热性能：好像没怎么热，风扇声也不大外形外观：蓝色颜色很好看耶轻薄程度：很轻薄其他特色：好像和我看到灰色机的包装盒不太一样，这个机子很工业风呀
1868,之前就一直用的联想电脑，觉得还挺不错的，没想到这个小新颠覆我了，既好看又轻薄，性能也是杠杠滴！对于我这种办公的来说都非常不错，个人非常喜欢?
1869,联想的13代新品，非常满意运行速度：处理器是13代i5 的，速度还不错，PS速度非常快。玩英雄联盟速度杆杆的！屏幕效果：屏幕效果也不错，很清晰。散热性能：玩英雄联盟的时候，温度会高一点。其他不影响外形外观：超薄金属，好看！
1870,第一次自己买笔记本，回来之后就好好做了一系列的验机，外观没有问题，，屏幕没有瑕疵，接口这都可以用，音效很好，视频好像确实有美颜好看的，很喜欢，不枉我等了这么久的新品
1871,网上很多说品控不好的，买之前很担心，但是到货后我感觉还挺好的，没出现网上的那种问题，安全下车，运行速度快，看电视剧续航还不错，风扇声音大小还能接受，这个价位真的无敌了，强推！
1872,屏幕效果：屏幕效果：很清晰，还是护眼屏，对学生来说很好，散热效果也很好， 外观漂亮，很轻薄，不卡，运行的也快，总之一句话值得入手
1873,轻薄程度：比较轻便运行速度：带常用软件迅速首发价大概32G?1T，用了京东优惠是5900。感觉挺值的。接口也很多，两个Type c，两个usb，一个耳机孔就满足日常需要，续航大概在四五个小时左右。
1874,运行速度：很快屏幕效果：屏幕大看电影得近散热性能：下载软件风扇会开散热外形外观：16寸挺大的轻薄程度：够大
1875,运行速度：快屏幕效果：特别好，很喜欢散热性能：特别好外形外观：款式我喜欢轻薄程度：特别薄，很轻运行速度：快，大家快冲
1876,14寸看起来也一点都不小！！！屏幕很大，颜色很高级，京东速度???，开机速度10s屏幕效果：优秀外形外观：高级轻薄程度：薄
1877,全能轻薄本很喜欢，快递很快，屏幕颜色很nice，没有坏点。支持独显直连，好有联想自带的智能引擎可以多种模式自由切换。不错好评了。
1878,太喜欢了，发布会看到蓝色就马上想下单结果要等到三月。三月看到预售了立马交了定金。到货就迫不及待打开。很喜欢这种蓝灰色，单手可以打开。摄像头有物理关闭，键盘比较舒适，键的大小也合适。14寸办公正合适，带着出门也很方便。检查了一遍外观也没问题，超级满意！
1879,新买的电脑好棒，外观带有科技感，键盘自带背光。而且充电的头是扁头的，要是临时没电了还可以充电。有很多USB接口，很符合现在需要。设计很合理。速度也很快。京东的速度一如既往的快，昨天晚上下单，今天就收到了。
1880,物流很快，前一天晚上下单第二天中午就收到货啦，非常地心水，在商场看了然后在京东上面买的，小新Pro14外观大气耐看，比较轻，相比于Pro16，我感觉更适合女生使用，十分推荐大家购买哦散热性能：声音很小屏幕效果：好看外形外观：大气耐看轻薄程度：很薄
1881,给妹妹买的用来学习计算机课程运行流畅度：运行速度很快，运行速度快，运行流畅外观材质：简约大方，大气，上档次 直观感受：大气价格实惠。键盘手感不错，触摸板也灵敏，挺好的，很实用，很喜欢
1882,屏幕效果：大屏着实爽外形外观：银色 高级运行速度：完全够用最近考虑换电脑，综合考虑下单了小新16，收到拆开后被这个颜值惊到了，银色真的很显高级，加上这触感，***住了，打开按照提示激活功能很简单，然后设置面容解锁密码后，下载了常用软件，试用了pr 和剪映，都不卡，安全下车！
1883,对新电脑很期待，打开以后确实没让我失望，质感很不错，颜值也很高，很喜欢，质量不错，细节做工也比较精致，发货速度也很快，价格合适，很满意。
1884,看了好久终于选择了这款，同事也有买的，说是体验不错，办公非常方便。我也决定入手一个，当东西收到了之后确实比图片要好看，也很大气。性能什么的也好，感觉不错！值得入手。用一段时间之后在来追评@
1885,简洁大方，设计流畅，携带很方便。开机很快，预装的一些软件也很好用，超出我的预想，物超所值，推荐购买。散热声音不大，充电速度很快。
1886,电脑收到了，很喜欢，物流快。开机非常快，风扇声音小，金属外壳，值得拥有，运行速度非常的快，效果好。性能强劲；office完美激活。喇叭在两侧，不赖。金属质感特别好，是一款很轻便的轻薄本，用了两天，初步感觉外观轻薄，重量合适，携带方便。手感不错，做工细节到位，深空灰适合各类场景。视频影音效果不错，处理多任务顺畅，暂时没有发现什么缺陷。希望后续使用过程中能够更加满意
1887,"开机超快, 运行超快, 超级丝滑, 一个字,爽!!!.  买笔记本还是要认准老品牌，联想， Yes."
1888,电脑棒棒哒，是我想要的我这边也是用了一段时间才来评价的，具体可以看图和视频，待机时间也是长的，我出差很方便拿，开机速度很快
1889,小新Pro14 2023款用了新的模具，手感超级棒。A面金属磨砂质感很好，13代的处理器加32G内存，1T硬盘目前用起来非常舒服
1890,非常满意，这是工作后的第三个小新了，春节原计划买游戏本，去店里看了想买联想，节后出了13代，没赶上灰的，蓝的也很沉稳有品味，速度非常快，一二百G的网课分分钟就存好了，非常高兴。快递也很快，两层包装，不过京东外盒大，拿到手，里面的盒子可以晃，吓了一跳。联想内盒的缓冲材料很到位，不用担心。晚上下单，第二天中午到了，小哥特地等我回来，感谢(*^_^*)。第一次用联想浏览器联想应用商场还不错，还缺个鼠标，马上去下单。
1891,预付第一批到手的联想小新14 Pro，触控面板很丝滑，响应速度也很快，我买的是16+1t，不做设计，普通办公够用了运行速度：蛮好屏幕效果：不错
1892,外形外观：很少见到紫色的笔记本，拿到哪都是吸睛的轻薄程度：很轻薄、很nice运行速度：运行速度快、无卡顿、很流畅散热能力：用了一段时间之后不烫手屏幕效果：2.8K的高清屏颜色效果极佳其他特色：还好等到新品上架，要不然就错过了这么适合的笔记本
1893,第一次在买电脑，犹豫了好几天还是下手了，商家服务态度好，对我的问题都做了解答，人脸识别方便快捷，接口多，目前只用来做PPT和看电视，散热好，没听见声音，实物与描述的一样，质量相当好，卖家态度也好，有问必答，发货速度杠杠的，值得购买哦正品店铺，放心购买，客服态度也很OK，整个购物过程非常顺利！下次还会再来的！赞！
1894,运行速度：速度挺快的，开机基本上是秒开屏幕效果：显示的很好，效果不错。散热性能：基本不太热，使用起来也很方便外形外观：挺好看的，朋友看着也挺好的轻薄程度：方便携带，装包里恨轻便
1895,新电脑很好用，智能快捷，激活很快，开机和软件启动速度快，显示器清晰，外观简洁美观，轻薄便于携带。学生狂喜。
1896,电脑收到了 物流很快 ，电脑很惊艳 性价比高外观漂亮 自带的有office办公软件 对于上学的我来说真的很实用 很棒的一次购物体验！屏幕效果：鲜艳外形外观：简洁漂亮
1897,电脑收到了，开机很快，物流也很给力，颜色也挺好看的，散热能力：很好，没有响声。运行速度：开机速度挺快的外形外观：外观挺漂亮好看的
1898,物流：前一天晚上下单，第二天下午就到了，速度很快散热性能：散热效果可以运行速度：新机运行速度，开机速度快屏幕效果：屏幕很清晰，外形外观：颜值高，颜色很好看轻薄程度：携带轻便
1899,非常漂亮且耐看，超大面积的键盘手感很爽，开机速度超快，运行速度超快无噪音，很轻，女生单手提没任何问题，方便携带。售后服务态度特别好，耐心教着激活，真没让我失望！感谢感谢！
1900,运行速度：非常快屏幕效果：全新体验散热性能：非常好，很安静外形外观：很好看轻薄程度：很轻其他特色：非常轻散热能力：很给力运行速度：很快
1901,运行速度：新款小新16，速度快，屏幕效果：屏幕清晰，，视觉感好散热性能：散热性能好，外形外观：外观时尚，大气，孩子非常喜欢，后期会考虑给自己也入手一台
1902,第一次在京东购买笔记本电脑，大学奖励自己的，收到了外观还是不错的，轻薄本，太空银很漂亮很有质感，很薄，简约大气真的很好看。开机速度快，6秒左右开机。，磨砂感屏幕感觉舒适，人脸识别很方便。反应速度快，处理器也是很牛系统很流畅，办公游戏妥妥的。玩游戏看电视没啥问题
1903,屏幕效果：屏幕很细腻，边框小，除了IPS家传底部漏点光外无任何缺陷。散热性能：目前办公、开会议视频，看视频，N***作，散热很好，无烫手感觉。外形外观：颜色高端低调，金属外壳手感细腻。键盘区旁两喇叭底部两喇叭，音量也不错。轻薄程度：商务方便，非常轻薄，适配器尺寸也小，方便携带。总结：新一代U，32+1T内存，2.8K护眼屏，齐全接口，完善的售后，小新销量口碑，是选这款的原因。入手个多星期，感觉物有所值。
1904,首先，物流贼快，其次运行速度很快，我安装了CAD2020版本完全可以带动，可以流畅运行，开机十一秒，机子很轻，方便携带，带全新office办公没问题，我也安装了PS2023版本运行稍微有点卡，如果想设计图片我建议大家选高内存的，使用起来会更流畅。
1905,第一次在京东购买笔记本 昨晚下单今天上午就收到了?先用了一会试试 开机速度很快 也很流畅 轻薄很有质感特别大气运行速度：几秒钟秒进屏幕效果：舒服外形外观：大气
1906,新款小新笔记本收到了，外观设计精美轻便，方便携带，特意用过一段时间来评价的，新机运行超快，散热性能好，金属机身，屏幕视野大清晰且护眼，大触控板触摸新体验，手感丝滑，键盘灵活而美观，整体是实力与颜值并存的一款笔记本，客服服务态度也特别好，有耐心有亲和力，京东物流也特别给力第二天就收到了，快递小哥也很负责任，总之一次完美的购物体验。祝卖家生意兴隆。
1907,第一次在京东购买笔记本电脑，收到了，本外观还是不错的，轻薄本，银白色很喜欢，很漂亮，很薄，简约大气，真的很好看。开机速度非常快，只需要六秒。音响环绕声很赞。磨砂屏幕不反光。人脸很实用，速度也非常快，系统很流畅，游戏办公都可以妥妥的。
1908,屏幕效果：很清晰外形外观：高端大气轻薄程度：非常轻便，颜值高，手感好，非常满意。京东快递一如既往的快快快，目前一切正常，运行流畅。
1909,小新pro16 新产品，非常满意！运行速度：13代的酷睿i5 .速度还挺快的，12核的，做PS非常好。屏幕效果：屏幕16寸，色域，色彩多挺好的。散热性能：散热还不错，温度几乎感觉不到。外形外观：超薄金属，银色的好看！
1910,运行速度：快屏幕效果：比较赞外形外观：颜色很大气，蛮高级的。散热能力：还是OK的。第一次在京东买电脑，用了下，目前一切都还OK。还是满意的。屏幕很满意，音响也OK。
1911,外观材质:金属材质 触摸感 即视感非常棒 很高级的感觉显卡效果:反应很快 丝毫不卡 电脑性能:性能稳定 程序流畅 其他特色:外观设计非常好看 大小合适 高级感很强 小新小新 非常理想
1912,第一次在京东买笔记本电脑，做了比对小新pro14的性价比最高，果断下单了。运行速度：新机器开机速度快的没得说屏幕效果：屏幕清晰窄边框散热性能：目前散热风扇声音很小轻薄程度：14的超薄本轻便
1913,小新笔记本挺好，最新13代处理器 最新DDR5代内存 吃鸡 LOL没问题！还升级到1T固态  锐矩显卡！银色外观大气上档次，真是男女通吃，老少皆宜！ 16G最高的内存，运行没压力 还自带的价值748元的Office 老板再也不用担心我的工作啦！
1914,2.8K高清屏幕，120的高刷新率，并且很轻很薄，重量只有1.4千克，颜值在线，还可以180&deg;折叠，性价比很高。
1915,第一，物料很快，头天晚上下单，第二天就到了。第二，产品质感很好，摸上去很高端大气。第三，开机超快，7秒开机，开盖即开。这次的选择很可以
1916,外形外观：颜值太高啦，这个蓝色真的好好看，太惊喜啦屏幕效果：很清晰，一点都不模糊，而且很护眼，不反光运行速度：运行速度也超级快轻薄程度：刚刚好，不沉，太爱了
1917,用了十几天了，一切很好，金属外壳，大屏特别喜欢，运行无故障，性能也挺好，8秒开机，充电快，待机长，办公无压力，值得推荐。
1918,运行速度：很快，一点都不卡屏幕效果：好，色度高，清晰度高散热性能：好外形外观：漂亮 ，高端，大气轻薄程度：轻便，携带方便
1919,我是上午支付的尾款，下午就拿到货了，物流非常快，京东速度就是牛。开机人脸识别很方便，外观简洁漂亮，喜欢这个灰色。开机非常快，风扇声音小，金属外壳，2.8k的屏幕，3050显卡，pr无压力，运行流畅，性能还是不错的。 金属质感特别好，重量合适，携带方便，深空灰适合各类场景。暂时没有发现问题。点赞！希望后续使用过程中能够更加满意
1920,京东物流果然名不虚传，下午四点下的单第二天中午就到了，联想小新外观很漂亮，功能很齐全，速度很快，屏幕很清晰，没有看到任何瑕疵，大品牌值得信赖！
1921,本来想买天青蓝，后来着急用就买了鸽子灰，没想到质感这么好，大赞！！我选的32+1t的，电脑运行速度非常快，流畅不卡顿，生产力走起??120hz的屏幕也非常爽，配置直接拉满????
1922,电脑整体性能不错，适合女孩子使用，音质不错，接口这一代非常丰富屏幕效果：画质非常不错2.8K非常清晰散热性能：中规中矩轻薄程度：非常轻薄方便携带运行速度：非常流畅
1923,运行速度：挺快的，开机只要7秒屏幕效果：很好，不累眼，追剧很方便散热性能：挺好的，声音也不大外形外观：好看，特别有质感轻薄程度：挺好的其他特色：第一次购买，没有失望
1924,快递非常给你，笔记本非常棒，全金属机身，手感超级舒服，23款新机接口增加。实用性大大增加，性价比超高
1925,期待了很久，颜色很棒，声音很浑厚，触感很灵敏，运行速度也不错，对于办公需求的我来说，够用了，是一台很有份量的电脑?非常棒
